image-uri,image-id,product-set-id,product-id,product-category,product-display-name,labels,bounding-poly
http://img.bbystatic.com/BestBuy_US/images/products/4390/43900_sa.jpg,,products,43900,general-v1,Duracell - AAA Batteries (4-Pack),,
http://img.bbystatic.com/BestBuy_US/images/products/4853/48530_sa.jpg,,products,48530,general-v1,Duracell - AA 1.5V CopperTop Batteries (4-Pack),,
http://img.bbystatic.com/BestBuy_US/images/products/1276/127687_sa.jpg,,products,127687,general-v1,Duracell - AA Batteries (8-Pack),,
http://img.bbystatic.com/BestBuy_US/images/products/1501/150115_sa.jpg,,products,150115,general-v1,Energizer - MAX Batteries AA (4-Pack),,
http://img.bbystatic.com/BestBuy_US/images/products/1852/185230_sa.jpg,,products,185230,general-v1,Duracell - C Batteries (4-Pack),,
http://img.bbystatic.com/BestBuy_US/images/products/1852/185267_sa.jpg,,products,185267,general-v1,Duracell - D Batteries (4-Pack),,
http://img.bbystatic.com/BestBuy_US/images/products/3122/312290_sa.jpg,,products,312290,general-v1,Duracell - 9V Batteries (2-Pack),,
http://img.bbystatic.com/BestBuy_US/images/products/3248/324884_rc.jpg,,products,324884,general-v1,Directed Electronics - Viper Audio Glass Break Sensor,,
http://img.bbystatic.com/BestBuy_US/images/products/3331/333179_sa.jpg,,products,333179,general-v1,Energizer - N Cell E90 Batteries (2-Pack),,
http://img.bbystatic.com/BestBuy_US/images/products/3465/346575_rc.jpg,,products,346575,general-v1,"Metra - Radio Installation Dash Kit for Most 1989-2000 Ford, Lincoln & Mercury Vehicles - Black",,
http://img.bbystatic.com/BestBuy_US/images/products/3466/346646_rc.jpg,,products,346646,general-v1,Metra - Radio Dash Multikit for Select GM Vehicles - Black,,
http://img.bbystatic.com/BestBuy_US/images/products/9852/9852688_sa.jpg,,products,347137,general-v1,Metra - Wiring Harness for Select 1998-2008 Ford Vehicles - Multicolored,,
http://img.bbystatic.com/BestBuy_US/images/products/3471/347146_rc.jpg,,products,347146,general-v1,Metra - Turbo Wire Aftermarket Radio Wire Harness Adapter for Select Vehicles,,
http://img.bbystatic.com/BestBuy_US/images/products/3471/347155_rc.jpg,,products,347155,general-v1,Metra - Wiring Harness for Most 1986-1998 Honda Acura Vehicles - Multicolored,,
http://img.bbystatic.com/BestBuy_US/images/products/3473/347333_sa.jpg,,products,347333,general-v1,METRA - Antenna Cable Adapter - Black,,
http://img.bbystatic.com/BestBuy_US/images/products/nonsku/default_hardlines_m.gif,,products,349572,general-v1,INSTALL - PORTABLE RADAR DETECTOR INST,,
http://img.bbystatic.com/BestBuy_US/images/products/3736/373642_rc.jpg,,products,373642,general-v1,Jensen - 3.6V NiCad Battery for 900MHz Phones,,
http://img.bbystatic.com/BestBuy_US/images/products/4783/478398_rc.jpg,,products,478398,general-v1,"Metra - Radio Installation Dash Kit for Select Ford, Mazda and Mercury Vehicles (Pair) - Black",,
http://img.bbystatic.com/BestBuy_US/images/products/6127/612732_sa.jpg,,products,612732,general-v1,"Metra - 1/4"" DIN Trim Ring for Most Vehicles",,
http://img.bbystatic.com/BestBuy_US/images/products/6436/643600_rc.jpg,,products,643600,general-v1,Metra - Turbowire Radio Harness Adapter for Select Jeep Vehicles,,
http://img.bbystatic.com/BestBuy_US/images/products/6436/643628_rc.jpg,,products,643628,general-v1,Metra - Speaker Connector for Select Volkswagen Vehicles,,
http://img.bbystatic.com/BestBuy_US/images/products/6436/643691_rc.jpg,,products,643691,general-v1,Metra - Speaker Connector for Select Mitsubishi and Chrysler Vehicles,,
http://img.bbystatic.com/BestBuy_US/images/products/6437/643717_rc.jpg,,products,643717,general-v1,Metra - Wiring Harness for Most 1990-2001 Mazda Vehicles - Multicolored,,
http://img.bbystatic.com/BestBuy_US/images/products/9852/9852688_sa.jpg,,products,673890,general-v1,Metra - Professional Installer Series TurboKit,,
http://img.bbystatic.com/BestBuy_US/images/products/6773/677379_rc.jpg,,products,677379,general-v1,Metra - Wiring Harness for Most 1987 and Later Toyota Scion Vehicles - Multicolored,,
http://img.bbystatic.com/BestBuy_US/images/products/1002/1002651_sa.jpg,,products,1002651,general-v1,"Polk Audio - 12"" Single-Voice-Coil 4-Ohm Subwoofer - Black",,
http://img.bbystatic.com/BestBuy_US/images/products/1003/1003003_sa.jpg,,products,1003003,general-v1,Hard Rock TrackPak - Mac,,
http://img.bbystatic.com/BestBuy_US/images/products/1003/1003012_sa.jpg,,products,1003012,general-v1,Aquarius - Fender Playing Cards Gift Tin - Red/Black,,
http://img.bbystatic.com/BestBuy_US/images/products/1003/1003021_sa.jpg,,products,1003021,general-v1,LoDuca Bros Inc - Deluxe Keyboard Bench - Black,,
http://img.bbystatic.com/BestBuy_US/images/products/1003/1003049_sa.jpg,,products,1003049,general-v1,Trumpet Multimedia - Trumpets That Work 2015 Calendar - Black,,
http://img.bbystatic.com/BestBuy_US/images/products/1003/1003067_sa.jpg,,products,1003067,general-v1,Pro Tools Tier 1 Audio Plug-In for PC and Mac Activation Card - Windows|Mac,,
http://img.bbystatic.com/BestBuy_US/images/products/1003/1003076_sa.jpg,,products,1003076,general-v1,M-Audio - BX8 D2 Studio Monitors (Pair) - Black,,
http://img.bbystatic.com/BestBuy_US/images/products/1003/1003085_sa.jpg,,products,1003085,general-v1,Aquarius - Grateful Dead Skull Logo Chunky Magnet - Red/White/Blue,,
http://img.bbystatic.com/BestBuy_US/images/products/1003/1003109_sa.jpg,,products,1003109,general-v1,Alesis - AcousticLink Guitar Recording Pack - White,,
http://img.bbystatic.com/BestBuy_US/images/products/1003/1003127_sa.jpg,,products,1003127,general-v1,Modern Rock TrackPak - Mac,,
http://img.bbystatic.com/BestBuy_US/images/products/1003/1003136_sa.jpg,,products,1003136,general-v1,1970s Rock TrackPak - Mac,,
http://img.bbystatic.com/BestBuy_US/images/products/1003/1003145_rc.jpg,,products,1003145,general-v1,LoDuca Bros Inc - Professional Digital Photo Studio Kit - Black/White/Blue,,
http://img.bbystatic.com/BestBuy_US/images/pac/products/1312/1312451498/1312451498_sa.jpg,,products,1003163,general-v1,Groovy Shapes Volume 1 - Windows|Mac,,
http://img.bbystatic.com/BestBuy_US/images/products/1003/1003172_sa.jpg,,products,1003172,general-v1,PreSonus - AudioBox iTwo Recording System - Blue/Gray,,
http://img.bbystatic.com/BestBuy_US/images/products/1003/1003214_sa.jpg,,products,1003214,general-v1,PreSonus - AudioBox iOne Recording System - Blue/Gray,,
http://img.bbystatic.com/BestBuy_US/images/products/1003/1003232_sa.jpg,,products,1003232,general-v1,Aquarius - Grateful Dead Bear Logo Chunky Magnet - Green/Yellow/Blue/Purple/Red/Orange/Black,,
http://img.bbystatic.com/BestBuy_US/images/products/1003/1003269_sa.jpg,,products,1003269,general-v1,Addictive Keys: Studio Collection - Mac|Windows,,
http://img.bbystatic.com/BestBuy_US/images/products/1003/1003278_sa.jpg,,products,1003278,general-v1,Pro Tools Tier 2 Audio Plug-In for PC and Mac Activation Card - Windows|Mac,,
http://img.bbystatic.com/BestBuy_US/images/products/1003/1003287_sa.jpg,,products,1003287,general-v1,Korg - nanoKey2 25-Key USB MIDI Controller - White/Gray,,
http://img.bbystatic.com/BestBuy_US/images/products/1003/1003296_sa.jpg,,products,1003296,general-v1,M-Audio - Nova Condenser Microphone - Silver,,
http://img.bbystatic.com/BestBuy_US/images/products/1003/1003319_sa.jpg,,products,1003319,general-v1,IK Multimedia - iRig Stomp - Black,,
http://img.bbystatic.com/BestBuy_US/images/products/1003/1003328_sa.jpg,,products,1003328,general-v1,IK Multimedia - iKlip Xpand Microphone Stand Mount - Black,,
